,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
76,76,0.796989069974541,2025-01-01 03:15:39.370061,2025-01-01 03:15:53.553202,0 days 00:00:14.183141,6,45,45.0,75.0,55.0,45.0,50.0,,,,,2,6.0,3.0,4.0,4.0,2.0,,,,,COMPLETE
77,77,0.7943507228346811,2025-01-01 03:15:53.553987,2025-01-01 03:16:38.226542,0 days 00:00:44.672555,9,55,40.0,70.0,70.0,30.0,25.0,25.0,80.0,75.0,,3,4.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,,COMPLETE
78,78,0.8086197389628804,2025-01-01 03:16:38.227292,2025-01-01 03:17:13.174808,0 days 00:00:34.947516,7,40,85.0,100.0,15.0,90.0,60.0,40.0,,,,2,4.0,2.0,4.0,2.0,4.0,4.0,,,,COMPLETE
79,79,0.78952802359882,2025-01-01 03:17:13.175565,2025-01-01 03:17:44.644963,0 days 00:00:31.469398,6,30,90.0,100.0,5.0,90.0,90.0,,,,,2,5.0,2.0,5.0,2.0,5.0,,,,,COMPLETE
80,80,0.7903609535710853,2025-01-01 03:17:44.645590,2025-01-01 03:18:10.817981,0 days 00:00:26.172391,8,35,95.0,95.0,15.0,90.0,60.0,40.0,55.0,,,2,6.0,2.0,4.0,2.0,4.0,4.0,5.0,,,COMPLETE
81,81,0.8093734706788098,2025-01-01 03:18:10.818719,2025-01-01 03:18:45.735809,0 days 00:00:34.917090,7,40,85.0,90.0,15.0,80.0,40.0,30.0,,,,2,4.0,2.0,4.0,2.0,3.0,4.0,,,,COMPLETE
82,82,0.8006785639554002,2025-01-01 03:18:45.736581,2025-01-01 03:19:22.294174,0 days 00:00:36.557593,7,40,85.0,100.0,20.0,80.0,40.0,30.0,,,,2,4.0,2.0,4.0,2.0,4.0,4.0,,,,COMPLETE
83,83,0.7845785486538969,2025-01-01 03:19:22.294853,2025-01-01 03:19:44.132377,0 days 00:00:21.837524,6,40,45.0,40.0,15.0,95.0,75.0,,,,,2,4.0,2.0,4.0,2.0,2.0,,,,,COMPLETE
84,84,0.7809822924144532,2025-01-01 03:19:44.133033,2025-01-01 03:20:18.809074,0 days 00:00:34.676041,8,45,50.0,90.0,15.0,85.0,25.0,30.0,50.0,,,2,4.0,3.0,4.0,2.0,3.0,4.0,6.0,,,COMPLETE
85,85,0.811042944785276,2025-01-01 03:20:18.809905,2025-01-01 03:20:48.123346,0 days 00:00:29.313441,7,45,90.0,95.0,5.0,95.0,100.0,50.0,,,,2,5.0,2.0,4.0,2.0,5.0,6.0,,,,COMPLETE
86,86,0.8141308783368684,2025-01-01 03:20:48.124034,2025-01-01 03:21:20.275469,0 days 00:00:32.151435,7,35,95.0,95.0,10.0,95.0,100.0,55.0,,,,2,5.0,2.0,3.0,2.0,5.0,6.0,,,,COMPLETE
87,87,0.798505603985056,2025-01-01 03:21:20.276182,2025-01-01 03:21:49.961325,0 days 00:00:29.685143,7,25,95.0,100.0,10.0,95.0,100.0,60.0,,,,2,5.0,2.0,3.0,2.0,5.0,6.0,,,,COMPLETE
88,88,0.7744143664942986,2025-01-01 03:21:49.962138,2025-01-01 03:22:18.328753,0 days 00:00:28.366615,6,35,85.0,90.0,5.0,100.0,95.0,,,,,3,5.0,2.0,3.0,2.0,5.0,,,,,COMPLETE
89,89,0.8188486679960986,2025-01-01 03:22:18.329371,2025-01-01 03:22:44.108764,0 days 00:00:25.779393,7,30,90.0,100.0,10.0,95.0,95.0,55.0,,,,2,5.0,3.0,2.0,2.0,5.0,6.0,,,,COMPLETE
90,90,0.7675276752767528,2025-01-01 03:22:44.109471,2025-01-01 03:23:13.193123,0 days 00:00:29.083652,7,20,90.0,100.0,10.0,95.0,95.0,55.0,,,,2,5.0,3.0,2.0,2.0,5.0,6.0,,,,COMPLETE
91,91,0.7918677959049534,2025-01-01 03:23:13.193898,2025-01-01 03:23:41.098897,0 days 00:00:27.904999,7,30,90.0,95.0,10.0,90.0,90.0,50.0,,,,2,5.0,2.0,2.0,2.0,5.0,6.0,,,,COMPLETE
92,92,0.789435834741649,2025-01-01 03:23:41.099550,2025-01-01 03:24:07.577769,0 days 00:00:26.478219,7,35,95.0,90.0,20.0,95.0,100.0,50.0,,,,2,5.0,4.0,2.0,2.0,6.0,5.0,,,,COMPLETE
93,93,0.7962877002547073,2025-01-01 03:24:07.578459,2025-01-01 03:24:30.812172,0 days 00:00:23.233713,6,40,85.0,95.0,5.0,100.0,90.0,,,,,2,5.0,2.0,2.0,2.0,5.0,,,,,COMPLETE
94,94,0.7901502282939993,2025-01-01 03:24:30.812836,2025-01-01 03:25:06.469427,0 days 00:00:35.656591,7,25,100.0,100.0,20.0,85.0,85.0,70.0,,,,2,4.0,3.0,3.0,2.0,5.0,5.0,,,,COMPLETE
95,95,0.8138551140778675,2025-01-01 03:25:06.470216,2025-01-01 03:25:39.842586,0 days 00:00:33.372370,7,30,80.0,10.0,25.0,35.0,95.0,10.0,,,,2,4.0,2.0,2.0,2.0,5.0,6.0,,,,COMPLETE
96,96,0.7512437963407028,2025-01-01 03:25:39.843284,2025-01-01 03:26:12.834464,0 days 00:00:32.991180,6,30,80.0,15.0,25.0,15.0,100.0,,,,,2,4.0,3.0,2.0,2.0,5.0,,,,,COMPLETE
97,97,0.7931199808222462,2025-01-01 03:26:12.835227,2025-01-01 03:26:46.140001,0 days 00:00:33.304774,7,20,90.0,35.0,30.0,45.0,95.0,10.0,,,,2,4.0,2.0,2.0,3.0,5.0,6.0,,,,COMPLETE
98,98,0.782162057513887,2025-01-01 03:26:46.140675,2025-01-01 03:27:18.591734,0 days 00:00:32.451059,6,35,75.0,5.0,10.0,35.0,85.0,,,,,2,4.0,2.0,2.0,2.0,6.0,,,,,COMPLETE
99,99,0.714237810197935,2025-01-01 03:27:18.592350,2025-01-01 03:27:56.480229,0 days 00:00:37.887879,7,5,95.0,30.0,15.0,100.0,95.0,10.0,,,,2,4.0,4.0,3.0,2.0,4.0,6.0,,,,COMPLETE
100,100,0.8018787605294826,2025-01-01 03:27:56.481064,2025-01-01 03:28:32.038433,0 days 00:00:35.557369,7,30,85.0,95.0,25.0,35.0,90.0,5.0,,,,2,4.0,2.0,2.0,5.0,5.0,6.0,,,,COMPLETE
101,101,0.7925741651703972,2025-01-01 03:28:32.039180,2025-01-01 03:29:05.589743,0 days 00:00:33.550563,7,40,90.0,90.0,10.0,90.0,100.0,15.0,,,,2,5.0,2.0,4.0,2.0,5.0,6.0,,,,COMPLETE
102,102,0.7764936383657317,2025-01-01 03:29:05.590455,2025-01-01 03:29:39.810278,0 days 00:00:34.219823,7,40,95.0,100.0,5.0,25.0,95.0,55.0,,,,2,5.0,2.0,4.0,2.0,5.0,5.0,,,,COMPLETE
103,103,0.7992654688994242,2025-01-01 03:29:39.811146,2025-01-01 03:30:09.311491,0 days 00:00:29.500345,8,45,100.0,10.0,15.0,35.0,80.0,70.0,15.0,,,2,5.0,2.0,4.0,2.0,6.0,4.0,2.0,,,COMPLETE
104,104,0.788131067961165,2025-01-01 03:30:09.312172,2025-01-01 03:30:43.277521,0 days 00:00:33.965349,6,30,80.0,80.0,10.0,85.0,100.0,,,,,2,4.0,2.0,5.0,2.0,4.0,,,,,COMPLETE
105,105,0.7872697518363809,2025-01-01 03:30:43.278229,2025-01-01 03:31:08.556227,0 days 00:00:25.277998,7,85,85.0,55.0,20.0,90.0,90.0,65.0,,,,2,5.0,2.0,3.0,2.0,5.0,6.0,,,,COMPLETE
