,number,value,datetime_start,datetime_complete,duration,params_depth,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,params_orders_layer_0,params_orders_layer_1,params_orders_layer_2,params_orders_layer_3,params_orders_layer_4,params_orders_layer_5,params_orders_layer_6,params_orders_layer_7,params_orders_layer_8,params_orders_layer_9,state
72,72,0.8656320429551461,2024-12-31 20:25:44.712678,2024-12-31 20:26:32.473974,0 days 00:00:47.761296,9,95,10.0,50.0,80.0,10.0,60.0,40.0,70.0,10.0,,2,6.0,2.0,2.0,3.0,5.0,3.0,2.0,6.0,,COMPLETE
73,73,0.8716325702511263,2024-12-31 20:26:32.475031,2024-12-31 20:27:33.509680,0 days 00:01:01.034649,10,75,15.0,65.0,90.0,15.0,40.0,25.0,75.0,25.0,50.0,2,6.0,2.0,2.0,2.0,5.0,3.0,3.0,6.0,4.0,COMPLETE
74,74,0.8549780218388183,2024-12-31 20:27:33.510507,2024-12-31 20:28:33.299620,0 days 00:00:59.789113,10,75,20.0,90.0,100.0,15.0,10.0,25.0,55.0,25.0,55.0,2,6.0,3.0,2.0,3.0,4.0,3.0,2.0,6.0,4.0,COMPLETE
75,75,0.8574741140368163,2024-12-31 20:28:33.300447,2024-12-31 20:29:19.239342,0 days 00:00:45.938895,10,40,10.0,70.0,95.0,15.0,30.0,30.0,75.0,20.0,40.0,2,6.0,2.0,2.0,3.0,5.0,6.0,3.0,5.0,6.0,COMPLETE
76,76,0.8513746822507853,2024-12-31 20:29:19.240166,2024-12-31 20:30:28.270431,0 days 00:01:09.030265,10,80,15.0,80.0,90.0,20.0,15.0,25.0,85.0,10.0,80.0,5,6.0,3.0,3.0,2.0,5.0,4.0,4.0,6.0,2.0,COMPLETE
77,77,0.8857573626051668,2024-12-31 20:30:28.271321,2024-12-31 20:30:45.178369,0 days 00:00:16.907048,4,20,5.0,55.0,85.0,,,,,,,2,6.0,2.0,2.0,,,,,,,COMPLETE
78,78,0.8746124921439047,2024-12-31 20:30:45.178857,2024-12-31 20:31:14.237106,0 days 00:00:29.058249,3,15,65.0,60.0,,,,,,,,2,5.0,2.0,,,,,,,,COMPLETE
79,79,0.8335797052011609,2024-12-31 20:31:14.237692,2024-12-31 20:31:46.629696,0 days 00:00:32.392004,3,20,65.0,55.0,,,,,,,,2,5.0,2.0,,,,,,,,COMPLETE
80,80,0.8418089435938159,2024-12-31 20:31:46.630548,2024-12-31 20:32:07.387838,0 days 00:00:20.757290,2,15,65.0,,,,,,,,,2,5.0,,,,,,,,,COMPLETE
81,81,0.8375818572195384,2024-12-31 20:32:07.388267,2024-12-31 20:32:36.349601,0 days 00:00:28.961334,4,25,85.0,60.0,75.0,,,,,,,2,6.0,2.0,2.0,,,,,,,COMPLETE
82,82,0.8085841464621748,2024-12-31 20:32:36.350184,2024-12-31 20:32:46.156796,0 days 00:00:09.806612,2,10,5.0,,,,,,,,,2,6.0,,,,,,,,,COMPLETE
83,83,0.8571670565870579,2024-12-31 20:32:46.157238,2024-12-31 20:33:03.228200,0 days 00:00:17.070962,3,20,55.0,65.0,,,,,,,,2,6.0,2.0,,,,,,,,COMPLETE
84,84,0.8312436418932421,2024-12-31 20:33:03.228646,2024-12-31 20:33:26.121040,0 days 00:00:22.892394,4,15,100.0,45.0,80.0,,,,,,,2,6.0,2.0,2.0,,,,,,,COMPLETE
85,85,0.8784105692335035,2024-12-31 20:33:26.121474,2024-12-31 20:33:36.868685,0 days 00:00:10.747211,3,10,15.0,60.0,,,,,,,,2,6.0,2.0,,,,,,,,COMPLETE
86,86,0.8499358167775324,2024-12-31 20:33:36.869266,2024-12-31 20:34:06.221589,0 days 00:00:29.352323,3,5,75.0,55.0,,,,,,,,4,4.0,2.0,,,,,,,,COMPLETE
87,87,0.694315704657523,2024-12-31 20:34:06.222077,2024-12-31 20:34:14.516990,0 days 00:00:08.294913,1,15,,,,,,,,,,2,,,,,,,,,,COMPLETE
88,88,0.796282320133388,2024-12-31 20:34:14.517368,2024-12-31 20:34:26.503705,0 days 00:00:11.986337,2,10,5.0,,,,,,,,,6,6.0,,,,,,,,,COMPLETE
89,89,0.8944469092256777,2024-12-31 20:34:26.504124,2024-12-31 20:34:50.506812,0 days 00:00:24.002688,4,10,10.0,50.0,15.0,,,,,,,2,5.0,2.0,3.0,,,,,,,COMPLETE
90,90,0.8250583604541124,2024-12-31 20:34:50.507423,2024-12-31 20:35:15.748270,0 days 00:00:25.240847,4,10,15.0,50.0,20.0,,,,,,,3,4.0,2.0,3.0,,,,,,,COMPLETE
91,91,0.8513113869400971,2024-12-31 20:35:15.748740,2024-12-31 20:35:54.811725,0 days 00:00:39.062985,5,20,10.0,55.0,5.0,85.0,,,,,,2,5.0,2.0,4.0,5.0,,,,,,COMPLETE
92,92,0.8342427576021965,2024-12-31 20:35:54.812355,2024-12-31 20:36:07.529494,0 days 00:00:12.717139,4,5,5.0,60.0,30.0,,,,,,,2,6.0,2.0,4.0,,,,,,,COMPLETE
93,93,0.8718432922601578,2024-12-31 20:36:07.529977,2024-12-31 20:36:28.177224,0 days 00:00:20.647247,3,30,15.0,40.0,,,,,,,,2,5.0,2.0,,,,,,,,COMPLETE
94,94,0.8446520826550951,2024-12-31 20:36:28.177648,2024-12-31 20:36:49.446637,0 days 00:00:21.268989,3,25,15.0,40.0,,,,,,,,2,5.0,2.0,,,,,,,,COMPLETE
95,95,0.8485780533209228,2024-12-31 20:36:49.447219,2024-12-31 20:37:03.925506,0 days 00:00:14.478287,2,15,10.0,,,,,,,,,2,5.0,,,,,,,,,COMPLETE
96,96,0.8630955967005443,2024-12-31 20:37:03.925937,2024-12-31 20:37:22.826291,0 days 00:00:18.900354,3,10,15.0,35.0,,,,,,,,2,4.0,2.0,,,,,,,,COMPLETE
