,number,value,datetime_start,datetime_complete,duration,params_depth,params_grids_0,params_grids_1,params_grids_10,params_grids_11,params_grids_12,params_grids_13,params_grids_14,params_grids_15,params_grids_16,params_grids_17,params_grids_18,params_grids_19,params_grids_2,params_grids_3,params_grids_4,params_grids_5,params_grids_6,params_grids_7,params_grids_8,params_grids_9,params_neurons_layer_0,params_neurons_layer_1,params_neurons_layer_10,params_neurons_layer_11,params_neurons_layer_12,params_neurons_layer_13,params_neurons_layer_14,params_neurons_layer_15,params_neurons_layer_16,params_neurons_layer_17,params_neurons_layer_18,params_neurons_layer_19,params_neurons_layer_2,params_neurons_layer_3,params_neurons_layer_4,params_neurons_layer_5,params_neurons_layer_6,params_neurons_layer_7,params_neurons_layer_8,params_neurons_layer_9,state
42,42,0.802296219417959,2025-01-05 07:26:40.670130,2025-01-05 07:26:48.316461,0 days 00:00:07.646331,2,2,14.0,,,,,,,,,,,,,,,,,,,10,10.0,,,,,,,,,,,,,,,,,,,COMPLETE
43,43,0.509679549317936,2025-01-05 07:26:48.316885,2025-01-05 07:27:02.424889,0 days 00:00:14.108004,3,5,12.0,,,,,,,,,,,12.0,,,,,,,,5,15.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
44,44,0.7769457252745968,2025-01-05 07:27:02.425297,2025-01-05 07:27:06.227554,0 days 00:00:03.802257,1,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,COMPLETE
45,45,0.8070623583931569,2025-01-05 07:27:06.227860,2025-01-05 07:27:13.671276,0 days 00:00:07.443416,2,2,11.0,,,,,,,,,,,,,,,,,,,15,5.0,,,,,,,,,,,,,,,,,,,COMPLETE
46,46,0.30117769721096654,2025-01-05 07:27:13.671620,2025-01-05 07:27:25.728686,0 days 00:00:12.057066,10,3,13.0,,,,,,,,,,,14.0,7.0,14.0,3.0,9.0,7.0,12.0,5.0,20,10.0,,,,,,,,,,,10.0,30.0,50.0,35.0,20.0,40.0,40.0,25.0,COMPLETE
47,47,0.5630361535751601,2025-01-05 07:27:25.729180,2025-01-05 07:27:45.154269,0 days 00:00:19.425089,3,8,14.0,,,,,,,,,,,5.0,,,,,,,,25,30.0,,,,,,,,,,,20.0,,,,,,,,COMPLETE
48,48,0.47010603484990227,2025-01-05 07:27:45.154661,2025-01-05 07:28:03.512820,0 days 00:00:18.358159,4,3,9.0,,,,,,,,,,,9.0,10.0,,,,,,,10,15.0,,,,,,,,,,,60.0,10.0,,,,,,,COMPLETE
49,49,0.6990097474953006,2025-01-05 07:28:03.513453,2025-01-05 07:28:12.575690,0 days 00:00:09.062237,1,6,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
50,50,0.8117546432062561,2025-01-05 07:28:12.576038,2025-01-05 07:28:20.936573,0 days 00:00:08.360535,2,5,1.0,,,,,,,,,,,,,,,,,,,15,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
51,51,0.8129022136663584,2025-01-05 07:28:20.936925,2025-01-05 07:28:29.690630,0 days 00:00:08.753705,2,6,1.0,,,,,,,,,,,,,,,,,,,15,35.0,,,,,,,,,,,,,,,,,,,COMPLETE
52,52,0.5606530987696907,2025-01-05 07:28:29.690963,2025-01-05 07:28:36.555363,0 days 00:00:06.864400,1,7,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,COMPLETE
53,53,0.29192229038854806,2025-01-05 07:28:36.555687,2025-01-05 07:28:49.146459,0 days 00:00:12.590772,13,5,1.0,5.0,7.0,9.0,,,,,,,,10.0,4.0,7.0,13.0,4.0,3.0,4.0,11.0,20,35.0,5.0,30.0,30.0,,,,,,,,50.0,20.0,15.0,55.0,50.0,10.0,25.0,45.0,COMPLETE
54,54,0.7204850090900687,2025-01-05 07:28:49.147006,2025-01-05 07:29:14.265940,0 days 00:00:25.118934,3,6,2.0,,,,,,,,,,,15.0,,,,,,,,25,40.0,,,,,,,,,,,35.0,,,,,,,,COMPLETE
55,55,0.7921124936454527,2025-01-05 07:29:14.266553,2025-01-05 07:29:24.476927,0 days 00:00:10.210374,2,11,1.0,,,,,,,,,,,,,,,,,,,15,50.0,,,,,,,,,,,,,,,,,,,COMPLETE
56,56,0.5024854364359094,2025-01-05 07:29:24.477287,2025-01-05 07:29:45.423476,0 days 00:00:20.946189,5,5,3.0,,,,,,,,,,,2.0,6.0,4.0,,,,,,30,40.0,,,,,,,,,,,15.0,50.0,30.0,,,,,,COMPLETE
57,57,0.8498287122468182,2025-01-05 07:29:45.423904,2025-01-05 07:29:53.158255,0 days 00:00:07.734351,1,7,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
58,58,0.8356589417233995,2025-01-05 07:29:53.158586,2025-01-05 07:30:01.652079,0 days 00:00:08.493493,1,9,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,COMPLETE
59,59,0.5321337132773061,2025-01-05 07:30:01.652455,2025-01-05 07:30:28.214125,0 days 00:00:26.561670,4,9,5.0,,,,,,,,,,,4.0,12.0,,,,,,,20,45.0,,,,,,,,,,,30.0,40.0,,,,,,,COMPLETE
60,60,0.8500782894532182,2025-01-05 07:30:28.214703,2025-01-05 07:30:38.431499,0 days 00:00:10.216796,1,11,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
61,61,0.7465643699320081,2025-01-05 07:30:38.431830,2025-01-05 07:30:48.216942,0 days 00:00:09.785112,1,11,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,COMPLETE
62,62,0.836658644781318,2025-01-05 07:30:48.217270,2025-01-05 07:31:00.607974,0 days 00:00:12.390704,1,12,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
63,63,0.6155981537147457,2025-01-05 07:31:00.608320,2025-01-05 07:31:15.804054,0 days 00:00:15.195734,1,14,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,COMPLETE
64,64,0.602854779165928,2025-01-05 07:31:15.804561,2025-01-05 07:31:55.806232,0 days 00:00:40.001671,3,12,6.0,,,,,,,,,,,12.0,,,,,,,,30,60.0,,,,,,,,,,,40.0,,,,,,,,COMPLETE
65,65,0.7680363750695334,2025-01-05 07:31:55.806616,2025-01-05 07:32:06.545291,0 days 00:00:10.738675,1,10,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,COMPLETE
66,66,0.5269783751644452,2025-01-05 07:32:06.545809,2025-01-05 07:32:27.258128,0 days 00:00:20.712319,3,13,7.0,,,,,,,,,,,7.0,,,,,,,,25,20.0,,,,,,,,,,,55.0,,,,,,,,COMPLETE
67,67,0.802949744432927,2025-01-05 07:32:27.258523,2025-01-05 07:32:52.066692,0 days 00:00:24.808169,2,13,4.0,,,,,,,,,,,,,,,,,,,45,55.0,,,,,,,,,,,,,,,,,,,COMPLETE
